ticker,headline,published_at,link,sentiment_label,sentiment_score
AAPL,The Calm Surface of Alphabet Stock Hides a Turbulent Forecast,"Wed, 05 Aug 2026 20:33:16 +0000",https://www.trefis.com/articles/610171/the-calm-surface-of-alphabet-stock-hides-a-turbulent-forecast/2026-08-05?.tsrc=rss,neutral,0.5486646294593811
AAPL,SpaceX’s $1T Goal and 3 More Shockers From Musk on the Earnings Call,"Wed, 05 Aug 2026 20:26:00 +0000",https://finance.yahoo.com/m/954539eb-42ed-35a5-bc45-3f6a2bec5755/spacex%E2%80%99s-%241t-goal-and-3-more.html?.tsrc=rss,positive,0.5005104541778564
AAPL,Price hikes on consumer electronics could be here to stay. Here's why.,"Wed, 05 Aug 2026 19:56:01 +0000",https://finance.yahoo.com/video/price-hikes-consumer-electronics-could-195601126.html?.tsrc=rss,neutral,0.8946731090545654
AAPL,Spain's 'Warren Buffett' Bets Against the Crowd--and It's Paying Off,"Wed, 05 Aug 2026 19:26:24 +0000",https://finance.yahoo.com/markets/stocks/articles/spains-warren-buffett-bets-against-192624264.html?.tsrc=rss,positive,0.86163729429245
AAPL,The companies emerging as new leaders in this renewed AI rally,"Wed, 05 Aug 2026 19:15:36 +0000",https://finance.yahoo.com/video/companies-emerging-leaders-renewed-ai-191536658.html?.tsrc=rss,positive,0.7999054193496704
AAPL,Apple's Search for Cheaper Memory Just Hit a Wall,"Wed, 05 Aug 2026 18:33:10 +0000",https://finance.yahoo.com/markets/stocks/articles/apples-search-cheaper-memory-just-183310958.html?.tsrc=rss,neutral,0.4828107953071594
AAPL,Just How Wide Is the Range of Outcomes for Netflix Stock?,"Wed, 05 Aug 2026 18:08:58 +0000",https://www.trefis.com/articles/610174/just-how-wide-is-the-range-of-outcomes-for-netflix-stock/2026-08-05?.tsrc=rss,neutral,0.9378440380096436
AAPL,4 Things All Dividend Investors Need to Know About Building Passive Income Right Now,"Wed, 05 Aug 2026 16:20:00 +0000",https://www.fool.com/investing/2026/08/05/4-things-dividend-investors-know-passive-income/?.tsrc=rss,neutral,0.9331481456756592
AAPL,Amazon says it will share $600 million in Trump tariff refunds with some of its customers — will you get a payout?,"Wed, 05 Aug 2026 16:15:00 +0000",https://finance.yahoo.com/economy/policy/articles/amazon-says-share-600-million-161500550.html?.tsrc=rss,neutral,0.8075800538063049
AAPL,The 9th Circuit’s Browser Analogy Leaves a Liability Vacuum,"Wed, 05 Aug 2026 14:28:24 +0000",https://finance.yahoo.com/technology/ai/articles/9th-circuit-browser-analogy-leaves-142824841.html?.tsrc=rss,neutral,0.5115101337432861
AAPL,Departing Apple CEO Tim Cook Just Gave Memory Stocks Good News,"Wed, 05 Aug 2026 14:20:00 +0000",https://www.fool.com/investing/2026/08/05/departing-apple-ceo-tim-cook-gave-memory-stocks/?.tsrc=rss,positive,0.5499789714813232
AAPL,Apple's Buyback Is Retiring Less Stock Just As The Memory Bill Grows,"Wed, 05 Aug 2026 14:17:01 +0000",https://www.trefis.com/articles/610208/apples-buyback-is-retiring-less-stock-just-as-the-memory-bill-grows/2026-08-05?.tsrc=rss,neutral,0.7704925537109375
AAPL,Apple’s purchase commitments jump 28%; BofA sees iPhone ramp ahead,"Wed, 05 Aug 2026 13:45:06 +0000",https://finance.yahoo.com/markets/stocks/articles/apple-purchase-commitments-jump-28-134506846.html?.tsrc=rss,positive,0.9454793930053711
AAPL,Apple Acquires PlasmaSolve in a Quiet Materials Science Deal. It’s Probably Not Strategically Significant.,"Wed, 05 Aug 2026 13:00:02 +0000",https://www.barchart.com/story/news/3663231/apple-acquires-plasmasolve-in-a-quiet-materials-science-deal-its-probably-not-strategically-significant?.tsrc=rss,neutral,0.9072715044021606
AAPL,"Kurv Launches the Kurv Equity Option Income ETF (KEO), Designed to Provide Diversified Exposure with Weekly Income Potential","Wed, 05 Aug 2026 13:00:00 +0000",https://finance.yahoo.com/markets/options/articles/kurv-launches-kurv-equity-option-130000825.html?.tsrc=rss,neutral,0.729752242565155
AAPL,Apple's Quarterly iPhone Sales Were Even Better Than They Seem,"Wed, 05 Aug 2026 10:15:00 +0000",https://www.fool.com/investing/2026/08/05/apple-quarterly-iphone-sales-better-than-seem/?.tsrc=rss,positive,0.9439953565597534
AAPL,AI CapEx fears: Is big tech overspending?,"Wed, 05 Aug 2026 10:00:00 +0000",https://finance.yahoo.com/video/ai-capex-fears-big-tech-100000522.html?.tsrc=rss,negative,0.8863818645477295
AAPL,Tech Melt-Up Drives $3.5 Trillion Nasdaq 100 Gain in Four Days,"Wed, 05 Aug 2026 09:26:12 +0000",https://finance.yahoo.com/markets/stocks/articles/tech-melt-drives-3-5-092612137.html?.tsrc=rss,neutral,0.7100037932395935
AAPL,Corporate America got billions of dollars in tariff refunds. Where’s your cut?,"Wed, 05 Aug 2026 09:00:25 +0000",https://www.cnn.com/2026/08/05/economy/companies-got-tariff-refunds-wheres-your-cut?.tsrc=rss,neutral,0.8515625596046448
AAPL,Tim Cook's Last Quarter as CEO Was Apple's Best June Quarter Ever. The Stock Fell Anyway.,"Wed, 05 Aug 2026 08:47:00 +0000",https://www.fool.com/investing/2026/08/05/tim-cooks-last-quarter-as-ceo-was-apples-best-june/?.tsrc=rss,negative,0.9420530200004578
MSFT,Asian Stocks Set for Declines as AI Rally Cools: Markets Wrap,"Wed, 05 Aug 2026 22:06:50 +0000",https://finance.yahoo.com/markets/stocks/articles/asian-stocks-set-declines-ai-220650572.html?.tsrc=rss,negative,0.9396494030952454
MSFT,SNDK Stock Dips After-Hours As Sandisk's Q1 FY27 Outlook Misses Expectations Despite Memory-Driven Q4 Profit,"Wed, 05 Aug 2026 21:47:39 +0000",https://stocktwits.com/news-articles/markets/equity/sandisk-s-q1-fy-27-outlook-misses-expectations-despite-memory-driven-q4-profit/cZoIPQNRJej?.tsrc=rss,negative,0.9684208631515503
MSFT,The Toughest Questions AMZN Faced On Its Latest Call,"Wed, 05 Aug 2026 21:11:20 +0000",https://www.trefis.com/articles/610202/the-toughest-questions-amzn-faced-on-its-latest-call-2/2026-08-05?.tsrc=rss,neutral,0.8734539151191711
MSFT,Can CRM Stock Compound Its Way Higher?,"Wed, 05 Aug 2026 20:59:50 +0000",https://www.trefis.com/articles/610187/can-crm-stock-compound-its-way-higher/2026-08-05?.tsrc=rss,positive,0.8714970350265503
